N,P,K,temperature,humidity,ph,rainfall,label
22.17,54.36,17.39,23.83,52.71,9.5,350.0,mothbeans
101.84,52.52,27.2,27.83,52.74,6.21,104.7,maize
96.49,10.03,51.3,29.93,99.69,6.95,21.8,muskmelon
115.43,26.11,30.9,25.56,58.73,5.86,168.82,coffee
40.21,67.19,26.08,18.64,30.67,6.17,152.65,kidneybeans
33.55,135.93,197.21,23.96,98.96,5.73,1112.7,apple
109.32,36.7,27.66,19.12,39.43,5.96,84.72,wheat
14.44,62.12,21.54,18.26,30.14,5.39,91.84,kidneybeans
43.01,74.21,23.65,29.87,67.75,7.62,461.51,lentil
176.76,64.93,58.34,36.3,88.73,7.94,269.26,sugarcane
38.15,24.06,45.61,18.32,91.64,5.82,121.37,pomegranate
30.59,70.33,23.34,28.55,58.31,5.72,601.74,pigeonpeas
36.45,150.22,186.81,13.29,79.44,6.35,73.97,grapes
60.36,58.9,32.72,25.98,88.01,7.54,186.24,jute
50.41,64.61,61.84,22.52,16.86,8.72,46.23,chickpea
74.32,58.92,58.56,31.03,97.41,6.56,268.27,papaya
21.31,24.49,35.99,25.25,98.85,5.45,185.76,coconut
20.21,84.49,39.91,39.85,52.08,8.25,167.28,pigeonpeas
72.46,72.07,54.25,23.28,87.24,6.8,1483.18,papaya
132.31,79.94,102.21,25.59,60.57,6.51,194.56,sugarcane
101.38,24.03,45.22,27.9,89.18,6.86,586.16,watermelon
27.05,21.05,19.9,17.0,96.5,6.74,862.25,orange
110.91,16.12,44.43,27.75,95.2,6.36,350.0,muskmelon
40.2,57.46,13.89,27.01,65.27,7.16,615.1,blackgram
101.67,38.28,46.32,27.82,98.94,6.69,290.48,rice
34.4,51.4,17.03,20.86,19.92,5.96,106.39,kidneybeans
30.61,51.56,30.43,38.77,57.01,7.09,684.17,pigeonpeas
90.45,33.73,36.56,28.27,57.58,6.96,173.36,coffee
51.09,64.51,62.06,17.21,21.55,6.74,90.93,chickpea
29.84,135.59,215.72,20.96,87.66,5.65,943.87,apple
27.41,18.91,34.94,20.46,96.15,6.18,105.35,pomegranate
94.27,57.44,48.49,27.6,99.14,5.57,2800.0,rice
26.68,83.54,21.97,14.65,25.4,5.96,59.16,kidneybeans
39.38,47.35,46.72,31.19,96.82,7.04,269.34,papaya
49.95,48.03,49.01,25.29,88.3,6.6,251.21,papaya
36.8,129.75,198.71,21.2,86.03,6.32,114.85,apple
109.44,28.56,38.03,37.59,56.62,6.21,1104.24,cotton
37.61,58.12,25.45,17.53,19.39,5.88,102.8,kidneybeans
26.74,84.18,14.16,21.12,72.75,6.47,583.72,lentil
118.42,94.17,47.01,26.1,80.95,5.67,1318.44,banana
24.64,51.1,85.8,23.84,21.14,7.89,742.3,chickpea
83.3,10.28,51.42,26.12,83.75,6.16,443.4,watermelon
18.43,51.22,26.35,15.65,30.88,5.79,1100.06,kidneybeans
24.43,150.9,195.14,23.11,89.9,5.81,1263.41,apple
29.24,85.52,51.15,27.32,65.33,6.8,82.15,soybean
38.76,70.97,82.89,16.31,15.38,6.64,70.46,chickpea
20.71,80.49,15.05,20.28,70.51,6.59,497.82,lentil
121.01,27.59,44.2,30.52,97.44,6.29,19.94,muskmelon
58.74,84.51,19.38,29.61,68.32,7.87,496.08,blackgram
49.31,79.45,23.27,26.46,59.06,6.98,82.0,blackgram
96.1,23.37,36.28,22.65,71.17,7.08,1902.75,coffee
103.43,19.05,47.02,24.23,80.21,6.68,56.41,watermelon
40.23,144.9,207.52,38.44,83.16,6.16,62.31,grapes
102.07,14.29,25.84,23.79,51.2,7.61,1644.05,coffee
26.21,67.74,82.93,20.66,21.43,7.69,58.04,chickpea
23.39,83.03,17.77,22.07,29.89,6.01,845.96,kidneybeans
90.58,16.9,47.17,26.17,86.45,6.05,350.0,muskmelon
17.47,22.35,10.35,10.5,87.69,7.59,131.69,orange
20.09,17.52,28.64,28.4,97.75,6.41,121.74,coconut
70.17,42.41,44.61,23.36,89.23,5.6,2390.34,rice
18.96,25.04,36.18,26.92,96.48,6.16,217.22,coconut
25.65,21.9,29.0,31.19,54.82,4.84,111.0,mango
18.75,147.82,208.29,22.69,88.33,6.16,1067.21,apple
89.72,99.31,42.98,25.6,86.44,5.39,107.18,banana
35.38,16.04,17.66,24.8,86.3,5.98,935.62,orange
38.94,47.59,75.52,17.23,32.48,6.2,38.71,chickpea
111.92,88.2,53.88,26.0,73.28,5.46,108.72,banana
104.91,85.15,46.2,27.83,86.44,5.69,102.14,banana
33.68,82.25,20.5,28.63,62.67,7.2,71.86,blackgram
42.48,22.77,28.72,30.98,88.89,6.03,1902.9,coconut
53.31,59.67,75.24,17.55,30.78,5.97,39.32,chickpea
129.36,26.65,49.04,29.97,93.16,6.19,20.75,muskmelon
70.6,42.21,54.9,45.46,91.27,6.94,2275.12,papaya
20.39,19.39,36.65,35.62,43.14,5.73,80.83,mango
40.78,151.86,213.29,25.97,83.79,6.53,689.49,grapes
15.53,34.34,37.0,34.0,44.68,5.57,86.67,mango
99.76,23.66,57.54,27.56,85.56,6.55,598.88,watermelon
42.73,139.42,181.22,24.43,92.91,6.43,109.05,apple
121.97,21.29,55.82,26.11,96.94,6.81,350.0,muskmelon
72.17,51.93,23.13,21.6,53.58,7.48,784.12,maize
61.02,61.73,22.0,25.37,59.39,5.35,66.48,maize
64.23,52.12,32.74,26.49,60.8,7.51,167.16,soybean
35.79,40.66,14.54,29.58,78.4,7.29,64.39,mungbean
18.92,75.85,22.63,24.98,73.18,7.67,43.59,lentil
27.2,48.11,17.69,26.12,88.68,6.32,50.17,mungbean
20.5,47.18,78.71,20.9,33.44,6.66,101.62,chickpea
15.67,37.33,23.92,26.31,55.04,4.63,733.98,mango
80.77,35.51,24.14,22.66,53.35,6.54,184.04,coffee
26.71,71.65,18.72,18.81,29.64,5.91,952.8,kidneybeans
63.18,49.34,38.22,29.35,83.59,6.24,2800.0,jute
20.95,10.55,32.9,17.87,94.31,7.03,742.01,pomegranate
49.37,36.59,44.5,29.29,61.93,6.78,90.92,soybean
84.22,41.43,48.41,22.08,79.3,5.92,265.74,rice
77.72,32.48,42.61,26.24,93.64,6.07,1366.19,rice
129.08,27.44,27.7,24.43,71.68,7.32,178.64,coffee
110.28,75.14,54.39,27.75,84.28,5.89,126.62,banana
45.06,56.89,68.19,14.35,34.28,6.07,41.32,chickpea
63.31,69.22,21.7,36.61,61.88,7.75,762.03,blackgram
38.27,84.4,25.54,25.54,54.91,6.12,131.86,soybean
83.17,48.97,22.27,35.61,33.71,8.5,136.86,sorghum
108.58,67.34,45.31,27.64,82.41,6.43,104.35,banana
166.53,55.49,102.78,39.53,61.68,8.1,1498.84,sugarcane
20.56,29.64,27.63,25.38,97.13,6.2,245.51,coconut
76.77,32.55,28.01,16.07,49.89,7.17,53.22,wheat
107.6,26.81,36.03,28.18,51.15,7.51,172.83,coffee
102.28,28.66,53.2,27.61,91.73,6.19,590.15,watermelon
18.51,40.23,16.75,27.52,87.91,6.16,37.61,mungbean
38.17,58.52,25.3,29.07,43.56,7.82,603.97,mothbeans
15.06,126.12,221.1,22.83,94.94,5.67,832.19,apple
137.58,77.58,68.33,26.13,85.94,7.07,110.87,sugarcane
32.29,69.08,17.98,25.81,30.45,5.44,480.51,kidneybeans
24.95,75.75,23.34,20.2,27.49,6.18,163.64,kidneybeans
20.76,139.2,199.58,43.99,80.44,5.61,58.59,grapes
37.24,26.83,32.54,32.65,57.31,6.59,80.66,mango
193.98,73.24,93.46,33.53,82.18,6.25,2503.07,sugarcane
14.06,75.29,33.26,35.27,53.57,8.44,657.99,pigeonpeas
32.19,77.11,19.47,20.75,63.91,6.01,39.52,lentil
32.32,74.23,15.36,24.81,20.8,6.0,96.24,kidneybeans
29.57,46.24,15.51,23.46,43.03,9.4,691.06,mothbeans
102.61,39.47,17.18,22.22,60.22,6.27,123.28,cotton
190.94,50.42,75.94,37.34,59.93,7.99,2400.4,sugarcane
63.65,47.54,42.95,23.13,76.66,6.97,343.1,rice
31.36,70.63,21.84,25.85,67.18,6.23,54.5,lentil
46.57,65.06,21.32,24.46,46.39,7.93,60.36,soybean
42.56,58.69,13.85,26.3,50.34,7.29,66.69,mothbeans
108.49,64.07,50.86,39.51,62.93,7.43,582.05,sorghum
24.46,20.85,13.98,26.65,95.45,6.98,123.13,orange
23.5,26.76,11.52,31.36,99.51,6.97,91.35,orange
39.01,14.31,40.57,24.84,83.88,7.36,103.4,pomegranate
125.88,38.08,36.22,14.24,61.7,6.31,540.71,wheat
94.73,58.49,45.59,16.34,62.34,6.62,52.16,wheat
85.78,74.34,59.3,24.44,85.1,5.74,1025.87,banana
188.95,75.38,101.81,38.8,58.3,7.82,1841.92,sugarcane
30.01,71.05,36.4,34.08,54.27,6.52,620.78,pigeonpeas
19.3,81.07,61.71,19.82,32.49,6.29,98.3,chickpea
40.54,47.67,16.55,26.75,41.17,6.62,657.65,mothbeans
43.26,61.11,27.73,38.79,55.24,7.23,164.04,pigeonpeas
30.17,86.03,19.93,22.8,27.28,6.0,117.48,kidneybeans
74.68,36.47,26.52,22.05,65.72,5.94,55.55,maize
62.15,83.77,17.01,27.73,70.31,6.81,675.13,blackgram
26.52,40.44,23.77,30.91,65.69,6.92,538.46,mothbeans
139.58,35.55,27.48,34.27,69.17,5.9,77.14,cotton
22.1,73.75,20.17,18.68,23.2,6.02,549.7,kidneybeans
19.99,25.64,18.99,34.05,95.63,7.97,131.32,orange
23.5,148.91,180.37,27.56,82.21,6.48,506.51,grapes
19.15,31.17,9.87,32.0,85.91,6.34,103.75,orange
34.1,17.71,11.94,19.79,97.68,6.0,928.69,orange
55.51,33.41,26.8,27.93,67.41,6.31,933.87,maize
76.46,47.89,49.1,21.18,62.05,5.91,87.39,wheat
39.39,47.5,22.61,28.37,56.83,6.46,31.15,mothbeans
36.55,54.99,26.57,27.43,76.53,7.31,37.47,mungbean
186.99,75.85,59.18,26.84,57.08,6.86,115.07,sugarcane
35.84,63.69,15.7,30.78,89.43,6.4,48.86,mungbean
88.45,43.57,27.11,25.22,49.73,8.4,651.7,sorghum
28.75,54.56,17.57,19.47,29.45,6.02,76.83,kidneybeans
37.82,67.02,88.18,14.84,13.88,8.26,406.21,chickpea
96.79,73.63,50.59,30.71,79.99,6.54,1306.45,banana
116.93,11.75,51.24,30.12,85.58,6.81,25.1,muskmelon
68.19,55.12,38.62,36.34,86.63,6.79,327.37,jute
122.79,35.66,33.15,20.62,63.58,7.69,751.76,wheat
166.0,79.0,102.84,25.49,65.07,8.19,169.57,sugarcane
28.93,139.8,203.57,27.12,77.44,6.66,64.67,grapes
30.21,88.83,24.75,26.84,74.59,8.2,144.38,pigeonpeas
24.75,60.14,79.02,20.86,25.81,6.11,69.03,chickpea
45.04,71.85,44.53,25.05,96.18,6.63,267.06,papaya
36.07,63.07,26.14,30.24,88.62,6.27,48.57,mungbean
116.38,61.78,50.84,28.85,38.76,6.29,606.64,sorghum
18.15,50.03,23.04,27.86,93.05,6.48,56.19,mungbean
103.59,15.51,27.84,22.01,72.12,6.79,134.4,coffee
99.07,46.05,42.53,21.57,89.04,6.75,2753.34,rice
61.33,39.41,39.37,27.03,79.45,7.37,2560.66,jute
16.15,155.05,199.19,35.36,78.71,6.09,68.69,grapes
34.57,19.58,28.75,37.05,43.18,7.08,986.87,mango
27.89,33.21,25.88,26.71,53.16,3.74,55.14,mothbeans
117.21,35.59,31.81,24.92,72.12,6.73,160.41,coffee
25.53,20.72,11.15,23.01,87.51,7.86,107.54,orange
33.66,68.2,67.69,16.63,32.23,8.24,102.16,chickpea
39.79,57.13,45.23,28.23,99.64,7.13,2086.38,papaya
30.06,51.36,89.06,19.22,14.2,6.98,764.36,chickpea
74.82,54.7,54.89,38.54,93.07,6.37,1256.68,papaya
22.53,26.3,37.18,33.89,49.03,4.82,101.26,mango
24.26,50.65,40.2,36.15,43.38,7.93,165.1,pigeonpeas
39.53,23.82,38.4,19.89,96.01,6.35,795.66,pomegranate
39.95,56.57,23.85,30.56,42.87,4.5,79.76,mothbeans
16.69,132.4,180.19,23.93,94.94,6.23,122.44,apple
18.24,18.57,15.04,23.38,91.27,7.2,105.48,orange
74.15,83.79,42.72,28.69,83.26,6.18,90.49,banana
20.2,124.57,217.67,20.61,95.05,5.39,117.62,apple
28.46,62.82,14.83,15.07,19.49,5.43,162.32,kidneybeans
83.2,49.73,45.55,27.92,99.21,6.6,1920.27,rice
15.38,62.13,21.8,33.74,67.49,6.59,885.05,pigeonpeas
29.69,83.35,35.38,37.05,48.42,5.64,683.85,pigeonpeas
33.11,19.65,41.36,23.36,89.2,5.64,928.0,pomegranate
28.11,21.81,23.38,31.57,55.14,6.12,979.24,mango
32.75,47.83,43.56,19.87,61.85,6.72,1160.9,soybean
33.03,15.15,31.56,37.32,54.5,4.75,899.01,mango
22.26,129.65,205.99,41.01,82.77,6.03,69.66,grapes
41.85,75.8,47.63,29.39,49.3,7.86,969.97,soybean
156.75,47.0,91.07,27.31,74.93,6.51,1549.32,sugarcane
101.51,55.87,19.83,37.77,49.51,7.81,130.82,cotton
37.26,12.92,48.56,23.65,85.14,6.58,999.26,pomegranate
92.95,58.98,37.98,32.15,84.62,6.63,286.31,jute
90.85,62.24,21.56,25.43,74.99,5.92,948.1,maize
28.06,16.34,32.6,27.27,87.5,6.26,192.56,coconut
98.71,12.78,57.8,29.57,93.07,6.82,350.0,muskmelon
26.05,146.41,203.57,24.75,90.28,6.38,117.38,apple
97.15,38.55,17.96,27.42,54.64,7.36,949.07,maize
43.28,85.12,61.57,21.99,13.68,6.66,39.59,chickpea
41.45,13.73,18.34,22.88,90.15,8.13,735.74,orange
44.53,58.21,14.95,24.64,72.86,6.71,169.75,pigeonpeas
143.81,33.43,40.5,36.71,49.3,8.09,1057.1,cotton
15.87,59.31,23.71,26.96,65.94,6.71,43.78,mothbeans
82.73,20.77,45.61,23.99,89.2,6.63,408.95,watermelon
113.26,76.78,49.97,26.93,76.89,6.29,888.35,banana
24.62,9.27,10.47,33.41,86.99,6.2,106.33,orange
20.1,52.71,27.87,23.29,42.68,7.2,664.77,pigeonpeas
41.48,80.55,26.3,28.77,62.97,7.0,60.24,blackgram
41.03,79.71,15.84,37.96,54.54,6.03,583.79,pigeonpeas
41.2,143.23,203.7,24.49,98.16,6.1,847.95,apple
38.22,112.97,214.06,36.76,84.66,5.98,507.9,grapes
34.81,62.95,14.79,25.09,26.68,5.75,985.13,kidneybeans
35.25,11.28,25.78,25.93,85.95,6.03,184.26,coconut
24.46,11.32,34.23,23.8,90.78,5.98,2006.81,coconut
35.14,26.95,29.48,25.89,93.33,5.46,245.82,coconut
23.14,67.2,25.47,18.33,20.87,5.79,64.31,kidneybeans
33.09,17.88,35.33,23.27,89.0,7.06,115.07,pomegranate
31.71,37.74,23.42,31.36,54.36,6.93,66.54,mothbeans
102.22,89.83,44.0,28.43,77.5,5.75,92.37,banana
40.95,71.34,36.82,26.75,80.45,8.15,739.24,soybean
50.43,57.54,42.73,27.45,60.35,8.33,759.35,sorghum
127.6,73.28,91.19,26.34,72.13,6.91,1102.81,sugarcane
47.91,86.07,35.01,23.47,71.44,5.96,927.51,soybean
48.55,51.79,21.51,34.28,72.93,6.93,495.14,blackgram
14.95,126.17,190.81,37.71,88.65,6.03,63.44,grapes
28.96,31.11,17.29,32.61,94.43,6.13,91.55,orange
70.88,51.81,31.08,14.58,38.79,7.46,78.84,wheat
81.65,16.18,26.72,26.48,63.4,6.03,148.81,coffee
24.37,73.4,17.16,18.85,20.82,6.09,1067.47,kidneybeans
109.22,26.3,41.48,30.42,94.58,6.08,350.0,muskmelon
69.3,52.39,32.01,19.32,58.37,7.1,62.21,maize
94.36,41.41,37.13,30.44,95.27,7.56,2800.0,jute
63.35,54.01,55.09,25.2,88.03,6.53,1741.75,papaya
60.97,41.5,54.09,22.49,96.59,6.41,233.76,papaya
54.68,82.37,16.32,32.68,58.52,6.89,640.03,blackgram
27.55,83.49,20.98,25.25,27.6,5.82,106.39,kidneybeans
14.2,20.6,23.42,30.37,56.08,6.87,108.73,mango
83.98,22.44,33.92,28.66,60.8,7.43,216.0,coffee
111.95,49.57,30.08,26.1,65.01,7.15,67.94,wheat
40.24,16.68,48.55,19.41,90.59,6.83,112.83,pomegranate
37.83,31.42,33.94,18.08,91.77,6.17,1129.08,pomegranate
104.29,37.76,26.65,21.87,70.68,7.28,65.8,maize
20.53,52.65,13.85,26.93,76.41,7.33,59.53,mungbean
36.82,26.83,19.3,20.66,91.36,7.17,131.14,orange
24.72,10.89,35.48,24.35,93.48,7.28,946.43,pomegranate
40.83,114.58,189.03,24.59,94.44,5.51,1310.86,apple
99.67,62.43,29.11,29.37,53.56,7.39,553.23,maize
80.54,24.66,42.49,25.77,48.11,7.88,498.64,sorghum
14.58,75.15,23.8,20.98,21.16,5.46,61.46,kidneybeans
35.84,58.07,23.07,26.21,76.86,6.48,50.79,mungbean
14.88,12.77,41.11,21.06,95.07,5.73,1158.47,pomegranate
37.28,18.24,9.53,22.18,85.82,7.77,94.13,orange
108.49,39.04,46.04,24.35,67.26,7.44,704.21,wheat
106.52,16.96,49.8,26.48,86.25,6.48,371.06,muskmelon
104.25,63.78,26.78,27.33,57.34,8.18,398.5,sorghum
37.59,150.69,181.05,33.9,87.05,6.21,73.11,grapes
43.21,52.04,26.34,32.03,73.19,7.04,900.73,pigeonpeas
99.19,28.93,46.68,21.77,67.45,7.38,926.15,cotton
63.69,48.92,46.55,25.64,89.75,6.64,185.09,rice
78.42,53.7,36.83,31.54,84.68,6.45,218.55,jute
51.31,81.6,88.24,16.8,17.33,7.47,49.26,chickpea
21.08,55.99,13.8,37.68,52.54,6.8,629.93,pigeonpeas
19.66,130.67,188.39,15.28,82.88,6.47,65.04,grapes
157.33,70.88,103.63,33.19,78.33,6.05,1557.17,sugarcane
93.35,69.54,24.89,34.15,51.96,8.33,983.6,cotton
20.83,139.8,207.48,41.02,87.79,5.81,537.93,grapes
81.89,68.25,56.8,29.99,82.67,6.19,923.84,banana
59.94,70.05,51.13,21.92,88.99,6.98,157.1,papaya
40.69,85.58,19.56,19.57,69.56,7.43,534.12,lentil
27.7,49.28,23.31,23.19,61.52,5.83,632.43,pigeonpeas
70.3,47.98,29.14,28.98,61.2,8.05,384.03,sorghum
97.63,41.68,19.95,24.06,77.49,7.63,625.09,maize
25.57,33.6,33.86,26.94,49.39,6.13,106.16,mango
28.02,45.13,43.13,28.23,70.74,7.67,129.89,pigeonpeas
104.8,21.11,52.76,25.8,86.17,6.89,50.25,watermelon
71.25,45.16,51.98,42.68,90.04,6.39,1749.29,papaya
35.91,151.48,181.48,23.49,96.94,6.25,1267.91,apple
14.57,37.24,30.39,32.14,50.54,5.03,974.53,mango
24.85,23.95,42.64,25.62,85.33,6.17,730.11,pomegranate
41.76,59.02,23.64,20.21,71.9,7.54,350.0,lentil
34.37,146.32,213.7,24.82,86.11,6.2,134.17,apple
35.47,61.05,21.22,29.28,89.86,6.46,570.93,mungbean
146.89,72.39,91.02,26.78,87.95,8.06,136.33,sugarcane
17.63,49.5,25.97,30.76,84.28,6.46,39.55,mungbean
64.86,48.0,45.81,45.7,96.35,6.34,1483.95,papaya
44.24,88.5,28.93,33.23,40.33,6.15,622.81,pigeonpeas
110.17,10.9,47.12,26.23,97.49,6.96,350.0,muskmelon
28.55,28.53,37.06,26.66,43.03,5.81,754.61,mango
90.05,29.55,36.07,24.69,55.17,6.25,159.62,coffee
20.24,69.84,38.82,22.07,69.55,6.44,652.04,pigeonpeas
42.69,141.16,201.76,20.47,89.15,6.63,127.7,apple
108.97,29.29,50.19,26.76,86.09,6.39,460.67,watermelon
27.87,86.4,18.99,25.55,25.14,5.7,102.8,kidneybeans
37.64,22.29,33.08,37.15,48.56,5.48,765.54,mango
30.24,28.66,32.29,27.69,95.71,5.4,1119.22,coconut
66.67,44.64,40.47,30.35,78.86,6.58,2800.0,jute
18.46,75.52,22.12,29.79,64.37,5.99,565.58,lentil
128.28,19.93,56.3,27.92,87.41,6.09,524.6,watermelon
86.53,53.48,15.21,21.89,64.7,6.04,79.94,maize
100.01,74.03,47.23,25.33,82.22,6.48,915.98,banana
34.9,67.18,74.69,24.12,31.92,7.46,98.27,chickpea
28.15,74.08,39.03,22.52,38.02,7.39,188.37,pigeonpeas
94.32,53.23,14.17,24.9,66.14,7.3,642.2,maize
35.42,49.63,23.54,28.89,92.46,6.4,371.48,mungbean
40.21,34.06,22.56,32.22,43.82,7.31,350.0,mothbeans
165.41,47.88,99.17,36.62,59.06,6.22,2742.52,sugarcane
14.92,34.28,14.39,32.83,88.71,6.04,390.3,mungbean
91.16,58.46,42.97,31.38,82.02,7.15,295.7,jute
34.04,76.94,14.74,17.84,22.42,5.78,120.79,kidneybeans
163.74,64.69,57.87,39.29,78.88,8.17,1898.49,sugarcane
78.47,55.3,44.77,25.18,81.51,7.37,315.91,rice
32.24,55.71,80.52,22.35,29.18,6.46,49.74,chickpea
40.21,28.86,23.31,27.87,96.77,6.65,2041.81,coconut
72.38,47.19,43.41,29.05,85.47,6.74,1939.08,jute
35.23,25.93,16.66,23.93,96.0,7.03,1159.95,orange
110.44,24.55,58.09,23.13,79.93,5.92,385.3,watermelon
37.08,58.56,59.07,27.53,96.24,6.72,197.78,papaya
114.1,30.21,33.64,23.27,69.82,6.04,1526.17,coffee
72.69,52.12,39.04,27.41,68.15,7.34,847.59,sorghum
29.04,61.15,29.25,31.47,39.82,7.13,699.88,pigeonpeas
93.65,51.28,34.46,30.88,84.5,6.5,2800.0,jute
14.19,12.61,18.28,13.25,88.75,6.87,826.26,orange
18.3,16.6,43.51,17.69,98.96,6.56,98.6,pomegranate
38.94,73.48,46.82,23.54,86.9,6.79,234.83,papaya
105.81,37.88,47.36,22.44,90.54,7.0,267.95,rice
29.82,20.95,14.38,16.02,88.74,7.46,104.11,orange
39.8,25.99,34.54,31.32,90.48,6.15,193.51,coconut
79.06,28.93,33.13,27.41,72.59,6.3,111.96,coffee
28.67,82.66,60.1,24.59,25.88,7.98,707.58,chickpea
119.27,46.25,83.24,29.97,70.53,6.02,265.02,sugarcane
83.59,34.69,30.3,28.49,67.14,6.14,128.05,coffee
108.94,54.39,50.86,13.36,57.65,7.16,531.73,wheat
29.56,17.0,34.07,27.39,47.76,5.23,1023.1,mango
32.74,154.94,221.14,9.86,80.58,5.86,510.06,grapes
26.11,9.49,32.02,25.83,89.7,5.8,1753.08,coconut
160.81,72.88,59.51,37.03,86.63,7.1,153.85,sugarcane
24.46,135.49,207.98,21.24,90.74,6.22,1022.77,apple
57.6,53.39,75.85,23.47,19.16,8.55,538.4,chickpea
37.42,48.62,80.85,23.9,31.83,5.99,64.5,chickpea
83.67,63.95,31.02,25.93,59.82,7.55,110.61,maize
44.61,62.66,14.06,25.84,61.55,7.99,630.85,blackgram
49.07,86.3,35.85,33.24,61.46,6.7,182.71,pigeonpeas
38.05,62.34,24.23,27.59,93.83,7.04,426.06,mungbean
105.57,27.59,48.37,26.37,85.32,6.07,49.08,watermelon
94.7,59.36,34.01,21.03,79.7,5.88,2342.55,rice
37.43,26.23,36.94,28.87,95.99,6.07,1832.39,coconut
34.0,18.01,9.2,18.81,91.45,6.35,94.9,orange
29.27,54.92,18.01,33.23,63.73,8.75,75.84,mothbeans
41.41,21.06,46.12,24.04,91.03,6.26,103.81,pomegranate
42.61,82.97,24.55,29.34,71.13,8.03,416.75,lentil
32.27,19.25,37.38,19.35,93.67,7.15,95.75,pomegranate
88.09,43.63,26.79,26.22,73.0,7.03,70.84,maize
117.54,58.93,30.46,24.87,68.83,7.21,105.77,sorghum
76.12,17.23,53.26,23.7,89.24,5.92,605.69,watermelon
42.51,34.2,32.53,34.09,43.92,4.86,97.99,mango
94.22,51.53,22.08,32.73,58.94,8.38,720.66,sorghum
55.7,81.41,16.39,34.57,68.97,6.83,705.82,blackgram
105.59,43.72,50.25,18.94,38.24,7.67,62.44,wheat
49.82,46.82,74.58,18.48,22.75,8.64,350.0,chickpea
65.04,62.81,30.17,22.1,71.95,6.83,68.21,maize
25.43,85.62,16.59,22.17,46.29,8.35,54.17,pigeonpeas
45.61,70.96,74.02,24.11,23.78,6.04,456.4,chickpea
69.05,34.76,41.69,25.59,55.27,7.48,90.97,wheat
79.68,32.26,35.45,22.42,57.16,6.49,154.73,coffee
124.22,15.9,43.32,23.36,76.22,6.71,577.68,watermelon
33.78,56.12,25.88,18.35,19.51,5.78,86.98,kidneybeans
95.06,23.77,53.0,28.94,88.78,6.45,361.08,muskmelon
63.6,80.21,19.63,32.21,65.93,7.33,58.82,blackgram
92.64,52.77,41.49,36.23,78.21,7.85,159.24,cotton
103.24,93.95,57.5,27.95,79.93,6.2,835.56,banana
187.25,84.73,88.7,28.31,58.68,8.18,2169.99,sugarcane
24.37,13.53,41.61,25.77,96.97,6.96,98.71,pomegranate
124.78,24.98,23.37,27.39,48.38,7.4,1250.64,coffee
94.99,17.59,37.48,28.42,69.99,6.31,1626.04,coffee
23.72,36.27,25.34,29.49,86.71,7.41,614.8,mungbean
19.04,15.21,13.97,15.82,93.92,7.79,808.12,orange
38.8,82.86,15.08,17.8,65.61,6.46,54.26,lentil
33.01,59.11,80.98,21.99,18.58,8.23,352.52,chickpea
119.33,29.16,47.66,24.01,89.85,6.98,434.02,watermelon
28.89,28.24,26.8,31.35,51.8,5.91,99.61,mango
38.3,135.92,217.89,12.08,86.24,5.36,73.06,grapes
36.55,10.02,16.24,22.91,92.7,6.1,121.02,orange
39.65,33.99,20.5,26.49,43.21,3.5,500.27,mothbeans
22.09,73.99,14.9,26.82,68.31,5.84,439.45,lentil
51.14,47.52,68.4,17.91,26.72,6.15,88.56,chickpea
40.98,57.42,86.02,17.86,24.54,6.9,793.15,chickpea
150.93,29.6,17.64,22.93,53.52,6.55,972.93,cotton
35.49,11.37,34.61,21.43,90.99,6.39,111.63,pomegranate
41.94,20.02,33.8,31.19,57.26,5.97,77.88,mango
85.55,49.4,39.31,34.6,78.54,6.13,257.42,jute
24.35,83.1,14.53,26.21,30.67,6.1,71.6,kidneybeans
27.94,13.76,44.78,20.37,82.57,7.36,100.96,pomegranate
93.91,19.36,30.49,26.93,71.52,6.77,188.43,coffee
90.4,53.21,38.04,36.42,98.79,7.57,304.15,jute
19.0,21.6,36.69,21.93,99.34,6.79,1160.76,pomegranate
92.19,46.94,19.69,19.05,60.91,6.8,952.71,maize
119.31,10.4,46.67,24.44,84.0,6.66,431.93,watermelon
55.8,62.22,48.63,28.86,72.02,7.14,88.01,soybean
18.69,77.45,83.79,21.07,25.88,6.2,517.57,chickpea
31.3,41.31,16.27,26.61,62.79,4.76,575.53,mothbeans
174.41,53.53,80.36,37.84,64.65,6.13,1285.84,sugarcane
36.55,37.14,27.62,35.89,50.68,7.1,907.64,mango
53.19,73.91,54.27,35.67,93.37,6.4,199.07,papaya
65.81,43.5,20.01,23.49,75.69,6.77,112.32,maize
69.62,54.06,44.68,31.19,85.27,5.96,1912.74,jute
85.96,27.07,43.18,33.06,43.26,7.1,170.24,sorghum
123.72,38.21,34.82,23.68,51.36,6.81,47.49,wheat
125.79,91.17,47.83,31.13,84.19,5.97,109.65,banana
23.59,16.65,16.55,11.51,96.68,7.4,121.07,orange
177.03,74.08,101.73,29.58,81.58,8.13,169.2,sugarcane
31.64,44.19,24.49,23.37,63.14,5.46,672.88,mothbeans
14.36,79.95,15.41,20.2,68.64,5.85,41.96,lentil
97.27,76.83,46.57,28.88,71.45,6.09,967.44,banana
52.34,70.99,84.32,17.51,17.56,7.43,632.89,chickpea
35.43,117.08,193.78,21.44,89.45,6.43,902.75,apple
39.27,69.04,17.83,17.26,27.5,5.73,158.01,kidneybeans
27.35,19.7,29.91,30.74,95.09,6.03,2372.21,coconut
