N,P,K,temperature,humidity,ph,rainfall,label
161.83,70.94,122.21,28.39,59.78,5.97,941.07,banana
61.86,43.03,61.75,31.81,68.04,7.54,895.84,orange
127.21,67.83,60.48,32.4,67.7,6.45,612.01,tomato
16.49,56.4,19.67,31.04,50.86,7.44,674.29,pigeonpeas
26.68,39.63,47.6,30.0,31.41,8.24,436.73,pomegranate
42.16,41.2,107.98,28.31,73.14,6.79,2218.46,coconut
142.91,63.79,129.2,36.11,78.5,8.3,2161.03,sugarcane
38.63,91.02,163.05,27.42,43.72,6.63,637.4,grapes
28.53,98.16,126.03,15.9,50.87,7.02,764.83,grapes
114.3,95.23,109.08,23.29,76.33,6.06,1427.46,banana
27.7,41.93,78.49,36.24,65.94,6.9,606.7,pomegranate
48.72,31.91,60.93,23.42,73.3,5.45,2437.94,coconut
34.54,40.35,67.56,26.37,89.1,6.24,3253.76,coconut
33.26,58.01,19.62,23.19,45.68,5.99,967.32,pigeonpeas
19.12,29.37,22.74,21.39,83.54,5.07,1757.87,cashew
66.35,32.45,48.78,23.45,63.56,6.9,725.94,sorghum
122.65,42.96,34.59,18.61,48.25,7.69,618.11,wheat
105.34,47.52,30.75,22.31,54.21,7.2,518.37,wheat
20.84,67.09,37.9,29.77,71.95,7.56,726.56,soybean
35.95,29.55,41.1,31.41,75.26,6.16,1717.87,ragi
24.8,41.96,55.99,25.98,57.4,7.21,741.56,pomegranate
50.65,22.74,37.27,33.01,47.98,7.42,441.33,bajra
85.88,50.85,33.42,26.72,67.2,5.7,847.47,maize
55.96,18.83,55.27,30.96,50.15,6.56,436.23,pomegranate
71.9,37.82,22.04,35.99,55.61,7.22,417.41,bajra
42.21,126.12,151.69,31.78,48.08,6.82,749.88,grapes
197.51,77.18,82.38,30.05,53.55,6.53,829.86,sugarcane
17.64,53.59,17.98,39.03,62.06,6.3,1019.75,pigeonpeas
26.44,26.67,55.58,27.12,81.48,6.39,2148.28,mango
41.11,64.62,29.8,24.73,57.42,6.7,702.37,soybean
85.38,67.16,65.56,22.32,49.13,7.06,560.61,onion
45.48,55.59,79.04,18.45,25.31,6.67,466.78,chickpea
29.55,72.53,22.87,26.87,52.69,6.85,829.93,soybean
39.36,54.93,33.39,32.56,70.87,7.2,939.31,soybean
53.68,47.51,30.21,24.5,38.93,7.89,364.95,bajra
42.02,24.53,50.68,21.76,85.46,6.33,3056.24,mango
16.01,63.12,22.78,32.98,45.66,7.44,967.35,pigeonpeas
41.64,68.52,30.3,23.97,69.22,6.39,690.16,soybean
99.84,49.14,68.17,25.15,68.01,7.57,700.04,onion
27.95,32.74,48.34,39.0,43.5,6.51,815.52,orange
113.72,50.62,29.32,25.29,43.93,6.83,719.09,cotton
35.1,21.72,44.06,25.63,80.75,6.5,1889.92,mango
102.12,42.33,43.55,21.8,52.8,6.12,700.96,maize
44.53,24.3,20.86,30.5,90.05,5.94,3098.37,cashew
62.7,22.86,62.91,33.02,91.26,6.74,1693.49,coconut
96.45,59.28,53.79,20.33,49.44,7.5,638.71,onion
152.2,95.82,131.54,38.24,75.74,8.07,1602.77,sugarcane
48.05,20.46,45.3,27.49,56.39,8.3,750.68,sweet_lime
38.05,35.06,35.15,24.68,81.19,7.11,3350.48,mango
104.42,52.69,42.1,21.63,46.41,6.91,578.46,wheat
26.69,31.57,57.47,26.05,65.87,5.96,3341.48,mango
81.43,20.04,31.88,36.3,54.62,7.66,383.06,bajra
20.26,25.34,34.6,30.83,84.94,4.96,3794.67,cashew
208.48,87.42,108.3,28.03,77.56,8.04,1119.29,sugarcane
80.23,45.83,26.96,24.35,64.0,8.61,577.44,sorghum
23.46,65.57,29.69,22.81,47.3,6.16,558.08,groundnut
40.56,58.29,40.6,22.62,77.03,7.63,772.54,soybean
134.55,35.95,20.1,29.37,55.71,6.83,764.99,cotton
40.11,31.01,56.98,26.47,74.21,6.67,2927.44,mango
46.83,31.15,70.22,33.59,61.03,7.79,551.96,pomegranate
89.84,61.54,38.34,17.93,57.93,6.98,477.34,maize
96.13,63.82,68.93,21.29,71.52,5.9,839.87,onion
42.79,42.34,58.9,23.58,41.21,6.57,1090.88,orange
57.65,39.49,19.75,22.59,69.56,6.26,1247.34,ragi
66.27,32.56,62.69,32.8,46.29,6.45,777.18,sweet_lime
42.48,67.48,41.52,31.42,73.2,6.21,860.02,soybean
52.22,22.52,22.23,31.18,64.51,5.46,2050.4,ragi
46.04,29.36,24.83,27.13,74.0,4.96,3086.35,cashew
33.52,38.02,34.77,26.67,65.03,7.29,892.98,soybean
29.63,32.62,21.93,31.04,71.66,5.75,1687.03,ragi
34.68,28.74,33.88,24.06,43.95,7.96,852.53,orange
92.25,41.57,53.85,25.05,88.45,5.89,3356.64,rice
20.25,94.71,125.82,23.99,72.71,7.83,681.88,grapes
47.5,31.96,30.28,35.59,62.51,7.36,743.85,orange
108.44,62.01,59.96,22.59,65.11,6.46,665.15,tomato
102.82,84.09,95.51,24.27,73.91,7.34,610.94,tomato
25.16,36.59,52.16,23.86,75.69,6.62,3442.71,mango
73.86,30.9,27.98,24.74,43.05,8.42,553.22,bajra
122.67,43.42,49.19,17.67,40.33,7.32,618.36,wheat
41.78,105.52,137.59,26.96,56.36,7.03,541.28,grapes
112.7,65.83,66.12,17.66,60.81,6.54,1001.73,tomato
23.77,28.99,76.23,27.17,33.76,6.86,685.15,pomegranate
81.06,38.14,34.42,31.28,75.95,7.58,3750.26,rice
29.19,43.83,41.72,29.49,55.79,6.37,731.39,soybean
42.08,72.54,18.37,27.78,45.48,7.84,748.41,pigeonpeas
100.28,43.35,65.84,19.74,57.57,6.08,496.88,onion
42.27,47.14,21.0,31.18,54.56,6.37,1172.54,soybean
45.78,14.3,26.61,24.45,84.25,4.99,3809.6,cashew
91.66,68.85,39.98,14.79,35.8,6.89,598.58,wheat
45.11,57.43,56.13,22.45,49.09,6.56,551.66,groundnut
30.03,36.09,37.18,31.97,89.21,5.14,3118.52,ragi
29.43,27.98,35.17,22.44,87.77,6.04,3398.93,mango
54.77,23.51,103.67,24.59,77.47,6.82,2784.04,coconut
29.87,34.77,44.52,24.48,89.59,6.07,2609.49,mango
91.27,47.09,25.33,26.61,34.66,7.21,504.51,sorghum
91.61,55.18,46.2,29.42,66.84,7.88,757.11,onion
45.09,118.48,129.91,36.06,59.1,7.87,832.54,grapes
63.24,26.93,24.58,25.91,32.18,7.65,639.95,bajra
22.74,61.01,68.48,23.83,37.54,8.3,478.53,chickpea
50.47,93.02,182.83,34.19,56.7,6.4,607.23,grapes
93.26,68.53,62.47,32.73,50.17,6.12,796.72,tomato
46.9,52.39,45.92,29.52,72.54,6.72,490.76,groundnut
43.19,34.89,46.89,34.65,89.54,6.24,3142.76,mango
90.44,42.83,52.05,33.34,94.49,7.23,2098.27,rice
31.27,112.13,149.29,28.16,70.12,7.01,842.64,grapes
105.35,43.47,36.84,19.01,54.22,7.16,807.2,wheat
123.92,58.7,34.76,21.67,52.46,6.95,821.45,maize
44.34,39.1,86.13,33.78,70.98,5.7,3570.29,coconut
51.99,25.95,47.78,23.67,57.7,7.32,610.67,sorghum
49.64,47.12,44.79,35.03,66.47,7.9,938.73,orange
19.67,28.62,54.57,27.37,66.57,5.43,2679.49,mango
73.35,38.61,57.7,32.76,77.63,5.83,1368.52,rice
59.89,47.03,61.71,28.67,45.85,7.23,576.13,onion
33.32,65.19,64.29,26.33,37.31,8.3,633.65,chickpea
51.15,36.79,44.17,28.42,30.61,7.95,552.66,pomegranate
25.83,74.0,58.02,31.14,56.8,6.58,691.11,groundnut
59.53,29.55,40.37,35.79,51.63,7.81,987.42,sweet_lime
37.91,17.41,28.33,27.81,65.79,6.57,2309.02,cashew
116.11,62.06,45.16,29.67,84.78,7.43,2737.37,rice
50.91,37.16,33.29,22.82,65.13,5.71,2657.86,ragi
36.79,27.39,43.53,29.44,78.16,5.43,2825.95,mango
34.82,63.01,73.35,19.79,37.74,8.36,439.48,chickpea
36.59,59.75,36.47,31.02,71.35,6.6,895.88,pigeonpeas
24.28,122.67,114.86,33.65,51.84,8.11,654.55,grapes
48.51,26.22,41.99,30.89,32.56,7.72,637.21,pomegranate
126.87,83.86,87.91,22.64,51.19,7.65,864.28,tomato
37.62,56.88,41.04,23.27,68.06,7.13,895.84,groundnut
22.12,49.61,64.78,19.42,22.06,7.75,479.79,chickpea
99.57,83.35,95.91,32.23,63.1,6.94,679.19,tomato
43.48,74.17,31.63,36.4,58.1,6.9,1087.32,pigeonpeas
111.92,56.99,43.26,26.46,34.24,7.68,668.78,wheat
48.13,72.61,25.59,23.73,73.15,7.4,994.78,soybean
127.87,61.18,25.2,39.44,63.26,7.59,773.14,cotton
36.36,30.8,30.02,27.82,89.68,6.85,2629.61,mango
251.89,85.71,129.93,23.36,73.93,8.29,1779.11,sugarcane
56.55,55.81,71.17,20.31,51.06,7.49,705.46,onion
45.07,26.24,38.94,22.55,67.71,7.8,1032.97,orange
19.44,30.62,37.92,25.26,60.24,5.38,3605.55,cashew
111.28,48.49,41.15,21.27,84.03,7.58,1327.51,rice
73.41,26.94,24.93,26.07,65.78,6.62,685.97,sorghum
32.8,54.51,31.11,31.52,41.45,6.76,759.23,pigeonpeas
60.68,19.74,35.76,20.81,64.27,6.24,2238.33,ragi
83.22,53.85,34.13,22.58,59.81,7.03,587.44,wheat
84.56,67.35,54.36,32.84,66.58,6.28,616.68,onion
130.01,63.71,20.61,35.7,61.85,8.6,1138.83,cotton
90.22,39.25,37.31,25.88,38.76,7.28,621.88,wheat
45.64,27.86,87.94,34.57,81.28,6.63,2926.4,coconut
61.1,27.92,100.78,26.32,71.26,6.83,2897.41,coconut
37.53,53.31,46.71,26.09,55.6,6.11,805.25,groundnut
30.84,80.89,32.95,30.98,49.26,6.63,870.3,pigeonpeas
30.36,78.28,26.01,36.13,39.55,8.25,931.89,pigeonpeas
25.2,50.76,50.98,26.26,43.71,6.65,404.65,chickpea
158.06,63.5,189.69,34.43,71.11,6.48,1540.15,banana
122.0,65.8,33.01,22.24,45.34,7.99,458.85,wheat
31.18,58.57,33.51,26.99,62.54,7.05,835.2,soybean
123.81,43.44,53.47,17.79,51.27,6.32,722.65,maize
46.75,66.79,32.75,29.97,70.7,7.17,560.89,groundnut
36.03,23.15,26.48,23.34,76.97,5.92,3383.52,ragi
21.28,18.73,53.82,22.26,73.91,5.81,3637.33,mango
76.47,29.32,36.26,38.6,32.55,8.32,612.07,bajra
30.79,46.23,45.46,28.9,45.5,6.25,519.44,groundnut
41.24,25.68,54.03,26.15,41.51,6.6,836.43,sweet_lime
67.23,64.19,53.75,25.89,60.47,7.69,537.62,onion
33.17,22.7,38.65,34.61,76.49,5.87,1872.86,cashew
54.89,25.71,36.36,27.15,45.64,8.25,476.92,bajra
179.63,82.67,137.44,35.78,59.76,6.72,1191.63,banana
92.72,38.46,49.51,22.98,51.99,6.07,814.23,onion
26.19,37.24,75.91,38.73,40.66,8.42,583.85,pomegranate
31.36,27.08,41.33,39.14,62.77,6.76,741.27,sweet_lime
143.53,80.94,112.74,29.29,56.29,7.16,572.32,tomato
36.8,53.5,36.08,32.53,54.24,8.09,897.46,pigeonpeas
90.92,56.45,45.5,25.18,85.82,6.82,1899.77,rice
97.79,50.15,29.2,23.55,40.78,7.5,484.95,sorghum
53.57,39.78,63.84,23.64,40.63,7.37,695.65,sweet_lime
57.27,34.91,59.64,28.89,71.21,7.14,1945.51,coconut
39.86,70.26,23.61,24.35,67.35,6.54,1060.48,pigeonpeas
38.48,33.16,44.58,24.38,44.73,8.22,921.59,sweet_lime
73.56,38.13,39.18,38.13,36.87,7.92,422.59,bajra
42.33,34.63,51.27,23.67,65.44,5.86,1984.0,mango
85.49,63.72,40.61,25.83,70.56,7.19,553.31,maize
19.92,82.17,150.14,33.78,40.0,7.26,704.8,grapes
112.35,55.23,48.49,31.33,51.92,6.4,539.68,maize
51.04,27.48,63.04,22.12,39.19,6.41,1118.67,orange
93.97,41.43,40.76,32.45,74.19,7.29,1290.31,rice
86.13,68.77,71.56,32.72,59.86,7.8,520.35,onion
59.58,61.83,54.82,25.27,57.61,6.26,584.46,onion
78.87,46.19,38.9,23.06,45.56,6.5,688.34,onion
34.73,26.49,39.92,34.01,88.73,6.19,2927.28,cashew
27.09,67.28,48.04,25.69,22.46,7.66,590.43,chickpea
110.12,51.67,64.57,23.95,70.14,6.9,650.23,tomato
76.67,35.49,24.83,27.07,50.8,7.25,697.01,sorghum
93.16,63.73,106.85,22.65,56.32,7.28,703.12,tomato
42.01,77.69,33.65,28.24,50.48,7.9,659.03,soybean
24.98,63.76,57.0,26.51,32.15,7.05,807.25,chickpea
188.2,82.6,190.63,24.48,84.33,6.77,1211.84,banana
55.8,35.68,39.5,22.63,39.77,7.57,659.61,pomegranate
85.79,68.1,56.51,20.27,50.74,6.85,802.84,onion
46.29,27.92,32.58,34.02,48.43,6.54,585.57,bajra
193.57,48.84,100.71,36.92,76.5,7.01,1541.67,banana
79.0,59.61,47.21,20.29,45.11,6.5,760.42,onion
72.76,42.69,24.84,39.5,41.43,7.97,333.95,bajra
24.29,102.34,166.5,19.79,39.94,7.79,482.44,grapes
111.87,66.02,72.62,17.62,70.4,6.78,645.59,onion
59.81,20.83,80.19,32.58,83.33,6.71,2205.12,coconut
199.92,70.18,85.91,36.03,84.37,7.71,2241.7,sugarcane
97.54,30.77,25.16,33.61,38.64,8.53,632.88,sorghum
38.57,36.58,90.74,25.91,67.85,7.43,3725.75,coconut
109.01,53.51,41.06,26.58,72.05,5.95,635.4,onion
36.72,64.79,45.88,32.77,56.34,6.37,856.76,groundnut
115.71,42.25,36.01,25.67,61.24,6.09,735.06,maize
23.8,58.37,35.57,25.93,63.14,6.49,580.66,groundnut
48.06,19.62,98.91,32.57,81.86,7.28,3769.67,coconut
25.86,66.37,28.3,28.56,58.62,7.58,926.93,pigeonpeas
30.57,35.39,63.57,30.67,66.71,6.38,680.68,sweet_lime
20.69,66.42,15.72,32.56,71.66,6.76,652.33,pigeonpeas
34.01,87.94,186.26,30.92,56.48,6.69,611.23,grapes
35.46,27.5,35.45,27.24,89.7,5.24,3528.7,cashew
65.47,43.09,33.9,24.49,44.92,7.09,602.24,bajra
48.5,86.93,161.5,29.17,38.58,7.69,533.84,grapes
53.69,32.16,36.95,31.54,75.84,6.89,1583.39,ragi
199.56,73.56,125.0,31.38,78.25,6.47,1603.17,sugarcane
41.35,22.92,38.56,28.33,69.17,6.21,3421.86,ragi
37.5,78.69,47.16,21.24,55.47,7.82,910.66,soybean
73.7,44.58,42.05,23.89,67.8,6.35,639.0,onion
83.94,26.83,33.5,34.15,59.77,8.63,568.11,sorghum
141.72,79.93,103.38,25.16,83.44,7.15,1361.89,sugarcane
50.9,37.06,111.17,30.44,90.21,5.77,1846.42,coconut
45.74,66.81,71.54,19.75,41.48,8.34,734.39,chickpea
45.23,42.06,31.0,26.14,70.2,5.8,1884.86,ragi
83.51,24.93,26.52,36.49,37.67,8.43,606.31,bajra
143.24,48.77,82.25,25.43,62.56,6.09,527.32,tomato
99.86,55.07,46.27,23.28,71.7,6.53,789.53,onion
23.51,49.13,40.86,22.87,54.72,6.02,501.78,groundnut
76.45,32.09,43.97,38.68,48.49,7.32,744.03,sorghum
40.94,30.97,43.54,26.3,64.67,6.33,3209.19,mango
84.24,33.7,28.95,28.33,46.08,8.3,781.22,sorghum
31.63,66.49,60.51,18.69,41.52,8.35,551.02,chickpea
29.78,21.25,27.26,27.32,84.97,5.85,2122.31,cashew
39.34,64.44,32.57,23.76,72.08,7.81,937.46,soybean
187.73,86.93,99.13,31.78,64.4,6.25,1134.58,banana
148.34,48.75,95.14,21.07,52.31,6.41,731.81,tomato
243.54,90.58,120.14,34.44,84.46,7.34,2038.11,sugarcane
92.47,72.62,89.35,24.03,51.52,6.49,750.11,tomato
34.39,34.97,26.49,28.67,77.74,6.41,2249.33,ragi
25.7,33.99,74.64,26.48,46.93,7.19,500.66,pomegranate
18.91,69.98,56.79,18.31,41.3,8.18,716.54,chickpea
42.67,38.92,34.28,26.77,81.57,5.14,3337.8,ragi
153.04,51.67,20.69,29.92,73.82,8.02,893.07,cotton
26.56,42.46,49.47,17.78,29.72,6.83,573.43,chickpea
21.37,77.69,32.77,29.11,54.47,7.44,1018.66,pigeonpeas
50.25,31.41,22.64,26.74,83.61,6.4,2505.27,ragi
82.58,52.96,48.66,27.79,55.16,5.93,874.09,maize
126.67,42.74,37.07,22.99,55.03,5.77,793.83,maize
23.27,60.13,38.06,26.81,55.0,7.39,824.9,groundnut
19.43,50.68,21.84,29.15,67.11,6.1,608.67,pigeonpeas
131.1,62.45,162.73,36.21,70.9,7.64,995.92,banana
60.94,50.49,49.4,33.58,54.13,8.62,783.71,sorghum
67.85,33.99,48.46,31.07,34.0,7.5,544.31,sorghum
44.45,64.03,57.49,18.04,17.82,6.8,552.34,chickpea
21.23,42.01,36.18,27.23,72.27,5.95,677.4,soybean
89.94,39.04,47.86,27.16,43.03,6.61,786.84,sorghum
97.08,38.59,41.88,26.23,33.63,6.93,775.38,sorghum
34.49,22.49,124.14,24.91,88.08,6.31,2861.1,coconut
120.52,61.31,32.07,26.65,47.9,7.38,609.46,wheat
38.91,88.59,165.81,16.13,53.35,7.0,547.06,grapes
54.69,29.95,42.24,30.32,36.57,7.31,583.23,bajra
58.23,40.73,38.83,24.8,65.04,6.91,827.78,sweet_lime
119.97,78.39,99.28,27.21,52.71,6.46,996.5,tomato
167.73,81.67,180.83,35.33,67.57,6.33,1572.2,banana
105.63,56.67,29.04,35.2,60.43,8.56,1067.15,cotton
62.77,29.81,32.17,33.38,71.78,7.5,751.15,orange
28.73,78.84,170.04,23.05,54.66,6.9,703.11,grapes
111.98,57.46,51.97,27.09,55.91,6.94,857.27,onion
100.53,61.77,47.15,31.28,93.81,7.37,1470.06,rice
31.58,64.67,46.0,21.31,46.43,7.19,510.82,groundnut
32.67,22.22,68.24,34.45,84.02,7.32,1455.58,coconut
23.18,26.32,22.48,22.53,75.95,6.11,1722.16,cashew
120.48,63.34,129.9,29.02,68.24,7.23,1059.28,banana
48.1,46.26,40.75,30.02,56.05,6.53,502.38,bajra
24.5,72.17,38.74,25.97,52.42,6.23,794.26,groundnut
89.06,54.1,39.56,23.81,40.46,7.33,519.32,wheat
77.58,52.68,38.74,32.74,36.1,8.05,593.14,sorghum
26.18,54.13,44.47,27.88,63.03,7.05,866.63,groundnut
115.71,65.44,89.98,20.56,59.6,6.06,907.27,tomato
57.65,39.77,30.01,21.62,64.52,5.31,1739.38,ragi
49.39,31.47,51.0,28.3,72.88,5.83,3195.93,mango
33.12,20.25,42.38,27.26,48.17,6.83,887.27,sweet_lime
45.34,21.13,32.25,23.19,84.12,6.36,1659.79,ragi
102.82,42.19,50.29,33.9,80.93,7.59,3414.34,rice
94.61,51.11,91.13,30.9,67.83,7.21,935.15,tomato
41.47,39.98,68.87,34.54,36.27,6.47,766.44,pomegranate
28.44,66.18,43.97,28.94,66.26,7.13,493.82,groundnut
28.39,69.68,47.67,23.33,55.1,7.44,886.26,groundnut
31.3,20.04,54.42,26.97,67.38,8.15,752.03,orange
63.83,45.81,45.73,36.54,40.12,7.68,468.12,sorghum
80.73,33.97,32.69,30.14,65.48,6.83,565.0,sorghum
123.82,44.5,24.59,25.79,44.84,7.69,917.72,cotton
183.27,70.33,91.09,27.28,52.97,8.15,876.7,sugarcane
121.85,53.04,34.64,17.21,58.78,8.04,785.11,wheat
61.45,64.18,73.89,20.84,56.67,7.62,536.99,onion
32.46,81.11,140.8,14.31,64.7,6.59,591.57,grapes
47.82,47.62,60.26,30.88,60.74,8.07,792.78,pomegranate
37.56,31.54,59.81,35.01,67.78,6.98,2147.73,coconut
93.2,54.87,62.85,20.8,49.62,7.09,867.04,onion
109.15,61.04,51.99,16.95,60.39,7.26,399.04,wheat
26.42,54.96,64.5,23.99,41.25,6.12,472.08,chickpea
32.06,17.82,44.89,25.58,78.86,6.65,3374.9,mango
115.78,67.77,32.34,31.82,46.23,5.72,490.03,maize
92.29,41.82,38.83,34.8,87.63,5.47,3629.08,rice
156.87,50.03,23.17,24.47,40.49,7.74,1068.65,cotton
71.11,47.8,28.74,29.02,47.1,6.48,665.01,sorghum
53.11,41.73,68.28,32.51,36.89,8.02,708.37,pomegranate
74.82,45.57,72.77,33.25,60.71,6.08,667.08,onion
94.65,54.72,40.66,25.17,53.09,7.39,781.32,wheat
31.85,64.87,77.32,19.77,33.81,7.83,798.06,chickpea
48.17,95.63,128.44,20.8,43.88,7.51,664.0,grapes
19.19,55.78,20.95,24.09,68.98,8.31,1048.18,pigeonpeas
54.97,29.85,34.73,30.77,64.3,6.9,443.25,sorghum
36.9,22.09,48.58,24.38,65.37,6.03,3197.17,mango
239.48,62.22,89.46,30.95,69.46,7.71,1428.38,sugarcane
50.72,28.02,21.81,25.93,74.61,5.48,3759.38,cashew
40.33,24.6,56.69,36.28,32.86,7.94,628.42,pomegranate
45.24,28.55,46.44,33.06,69.77,6.69,827.97,sweet_lime
57.32,23.61,35.78,27.46,54.79,7.72,770.72,sorghum
36.04,88.07,180.38,28.71,50.58,6.47,688.35,grapes
81.32,47.49,41.93,30.76,94.58,6.21,2716.1,rice
52.43,31.87,122.57,34.82,74.5,7.51,1401.36,coconut
49.37,38.75,29.54,26.15,48.25,7.54,1175.23,soybean
28.27,22.11,79.28,24.56,37.01,6.48,685.53,pomegranate
25.65,84.34,129.3,29.11,46.93,7.44,713.03,grapes
126.59,49.86,42.39,20.61,44.96,6.67,549.02,wheat
56.19,41.35,58.3,26.39,41.49,7.34,558.23,pomegranate
19.66,98.0,137.69,22.08,40.45,7.66,713.49,grapes
48.17,42.06,51.48,22.48,43.85,6.61,1087.13,orange
42.31,22.02,30.94,26.37,64.83,5.53,1558.93,ragi
51.0,18.93,28.43,25.87,71.61,6.53,3410.59,cashew
26.99,46.89,59.48,26.91,40.04,7.57,413.78,chickpea
78.34,64.6,31.69,19.19,48.35,7.38,747.06,wheat
46.52,19.69,61.11,35.81,62.63,7.63,780.72,pomegranate
94.3,61.7,42.41,21.63,94.57,6.64,1269.09,rice
94.53,42.74,40.16,22.55,64.33,7.08,745.54,maize
39.29,54.66,35.1,32.33,65.79,6.72,1099.84,soybean
26.35,67.26,30.91,29.03,58.14,6.19,661.45,groundnut
39.62,63.37,57.7,21.61,33.63,8.25,416.18,chickpea
21.56,24.8,40.95,31.47,88.8,5.62,3011.49,mango
40.04,74.49,19.03,22.43,56.16,6.92,829.81,soybean
61.87,28.95,37.99,24.42,39.42,7.16,331.5,bajra
66.14,36.05,28.74,23.58,55.46,6.85,511.57,bajra
39.02,34.66,43.71,32.22,31.99,6.4,489.87,pomegranate
103.01,60.17,23.8,37.78,55.26,7.41,994.07,cotton
76.87,49.98,56.99,18.67,71.74,7.93,526.82,onion
211.57,59.98,131.65,33.62,79.77,7.71,2092.5,sugarcane
39.47,81.37,16.93,33.63,46.41,6.55,737.79,pigeonpeas
117.53,45.66,32.34,21.58,41.4,7.41,491.64,wheat
206.26,77.45,112.69,37.2,78.79,7.27,1581.83,banana
38.38,45.83,54.54,26.79,33.15,6.58,446.85,chickpea
41.31,41.43,32.73,30.72,67.97,7.46,557.39,groundnut
30.94,42.86,78.89,27.35,54.01,7.1,800.18,pomegranate
37.39,29.53,37.77,24.55,82.14,5.8,2607.68,mango
27.89,77.68,122.97,19.72,56.57,7.59,789.03,grapes
45.27,70.89,43.85,27.44,56.26,6.13,771.5,soybean
30.23,28.46,25.51,28.39,71.7,5.26,3582.32,cashew
27.92,56.29,66.86,17.47,43.59,8.19,372.4,chickpea
27.6,27.96,44.17,29.72,76.86,6.07,2687.72,mango
109.61,53.25,14.62,33.47,59.14,7.64,896.77,cotton
61.6,34.47,47.64,27.0,58.78,7.9,1005.14,sweet_lime
94.57,52.04,33.73,23.77,60.66,7.87,797.42,wheat
35.85,29.22,53.06,35.61,32.97,8.55,490.22,pomegranate
31.75,66.45,55.81,21.34,46.39,7.33,633.88,chickpea
85.42,58.5,48.3,13.93,40.21,6.5,623.77,wheat
19.67,50.67,27.75,22.18,64.58,7.61,765.88,soybean
45.74,37.87,34.97,31.57,60.48,7.36,668.48,bajra
51.29,38.96,123.97,32.33,69.8,7.12,2682.77,coconut
106.37,51.74,90.8,30.83,76.96,7.2,621.24,tomato
119.61,58.92,81.06,33.12,49.7,7.06,705.9,tomato
50.69,38.45,36.17,39.01,59.18,7.07,964.3,sweet_lime
52.82,26.64,21.07,36.12,69.71,6.37,2188.61,cashew
183.51,92.13,105.2,34.69,68.15,6.57,1352.86,banana
39.18,39.69,65.18,33.4,86.45,7.59,2947.72,coconut
29.99,33.42,56.69,39.32,30.86,7.95,424.1,pomegranate
84.55,47.1,50.93,26.95,69.07,6.36,732.05,maize
123.99,54.3,53.72,29.49,74.14,7.2,556.59,maize
22.62,20.48,21.13,29.41,71.35,5.97,3443.12,cashew
33.88,18.44,29.59,34.55,79.45,6.44,3087.34,cashew
54.91,32.97,121.51,34.13,89.1,6.18,1491.26,coconut
34.1,83.5,34.42,38.55,72.37,8.14,818.42,pigeonpeas
114.25,55.68,30.55,25.56,38.15,6.62,684.4,wheat
37.63,22.28,38.66,36.07,63.8,7.46,1109.29,orange
126.52,59.79,42.7,17.87,62.4,7.13,623.23,maize
40.21,30.36,34.22,36.77,79.42,4.91,1684.59,cashew
168.93,77.91,106.83,36.42,84.62,6.57,1040.11,banana
25.95,33.36,54.36,30.43,66.12,5.6,2443.63,mango
43.06,30.16,19.35,21.47,78.79,5.09,2773.85,cashew
34.26,89.07,160.77,30.87,54.22,6.7,518.8,grapes
120.59,43.33,48.59,14.35,47.99,6.74,632.58,wheat
44.06,120.22,113.31,15.01,66.96,7.57,586.92,grapes
43.22,74.97,39.39,23.42,62.07,6.63,908.03,soybean
39.59,55.78,42.4,22.31,56.06,7.55,1009.72,soybean
54.02,38.7,19.36,28.18,45.14,7.25,354.83,bajra
42.23,19.58,24.19,37.56,50.95,7.54,406.22,bajra
83.91,35.11,39.93,26.99,40.83,6.4,563.3,bajra
98.12,62.54,41.45,30.21,51.27,5.96,730.83,maize
16.18,57.23,36.58,39.32,39.77,6.39,897.41,pigeonpeas
30.4,29.07,35.96,29.07,81.98,5.63,2480.63,ragi
86.68,58.91,54.95,33.61,89.38,7.38,3004.85,rice
16.18,47.76,22.88,26.37,46.61,7.86,1105.06,pigeonpeas
81.01,62.16,41.83,31.32,55.32,6.88,752.74,maize
28.72,90.98,141.27,33.01,58.1,6.79,532.83,grapes
29.92,60.35,38.44,30.75,68.84,6.81,832.63,soybean
40.79,70.72,23.59,22.63,53.63,6.67,922.42,soybean
34.08,110.07,124.62,13.89,72.36,7.14,533.5,grapes
121.24,56.17,29.41,23.9,44.43,7.13,774.97,maize
184.19,95.83,77.95,28.14,58.56,8.01,2332.72,sugarcane
44.89,65.79,36.58,31.97,62.54,6.84,654.31,groundnut
22.98,22.91,56.16,33.59,70.21,6.45,2595.54,mango
63.47,33.73,49.61,34.08,37.46,6.39,603.28,sorghum
22.49,41.96,52.92,27.34,60.42,6.35,496.1,groundnut
97.52,64.13,85.17,20.74,52.48,7.13,540.51,tomato
101.71,56.16,51.42,18.47,73.06,6.92,581.5,maize
44.41,54.43,20.6,34.67,67.79,7.77,621.24,soybean
39.29,33.7,39.91,34.2,77.34,7.07,2316.43,mango
110.23,42.0,43.03,29.1,77.51,7.12,3739.18,rice
35.13,47.86,59.91,24.15,40.38,6.9,438.75,chickpea
125.83,37.74,44.53,24.8,63.56,6.69,482.12,wheat
25.84,34.42,28.61,23.39,87.66,5.68,2073.94,mango
56.49,41.96,34.73,20.54,69.69,6.63,1533.48,ragi
31.75,34.73,75.26,25.27,50.88,6.61,547.86,pomegranate
